Serial No.,College Name,Course Name,Cutoff Mark
631,Park College of Engineering and Technology - [PCET],BE Biomedical Engineering,69879
631,Park College of Engineering and Technology - [PCET],BE Mechanical Engineering,73424
631,Park College of Engineering and Technology - [PCET],BE Artificial Intelligence and Data Science,87371
631,Park College of Engineering and Technology - [PCET],B.Tech Information Technology,88958
631,Park College of Engineering and Technology - [PCET],MBA Finance,28
631,Park College of Engineering and Technology - [PCET],MBA Human Resource Management,28
631,Park College of Engineering and Technology - [PCET],MBA Marketing,28
631,Park College of Engineering and Technology - [PCET],MBA Systems Management,28
632,"University Institute of Information Technology, Himachal Pradesh University - [UIIT]",No data found,No data found
633,GD Goenka University - [GDGU],"MBA
Compare",70
633,GD Goenka University - [GDGU],"MBA Business Analytics
Compare",70
633,GD Goenka University - [GDGU],"MBA Tourism and Hospitality Management
Compare",70
633,GD Goenka University - [GDGU],"MBA Fintech
Compare",70
633,GD Goenka University - [GDGU],"B.Pharm
Compare",2514
633,GD Goenka University - [GDGU],"MBA
Compare",80
633,GD Goenka University - [GDGU],"MBA Business Analytics
Compare",80
633,GD Goenka University - [GDGU],"MBA Tourism and Hospitality Management
Compare",80
633,GD Goenka University - [GDGU],"MBA Fintech
Compare",80
634,NIILM University,No data found,No data found
635,IEC University Baddi - [ICEU],No data found,No data found
636,ITM (SLS) Baroda University,B.Tech (Lateral) Computer Science & Engineering,26041
636,ITM (SLS) Baroda University,B.Tech Artificial Intelligence,28825
636,ITM (SLS) Baroda University,B.Tech Cyber Security,30530
636,ITM (SLS) Baroda University,B.Tech Information Technology,32710
636,ITM (SLS) Baroda University,B.Tech Mechanical Engineering,34320
636,ITM (SLS) Baroda University,MCA,22468
636,ITM (SLS) Baroda University,B.Tech (Lateral) Computer Science & Engineering,26041
636,ITM (SLS) Baroda University,B.Tech Artificial Intelligence,28825
636,ITM (SLS) Baroda University,B.Tech Cyber Security,30530
636,ITM (SLS) Baroda University,B.Tech Information Technology,32710
636,ITM (SLS) Baroda University,B.Tech Cyber Security,3679
636,ITM (SLS) Baroda University,B.Tech Information Technology,16714
636,ITM (SLS) Baroda University,B.Tech Computer Science Engineering,20806
636,ITM (SLS) Baroda University,B.Tech Artificial Intelligence,26758
636,ITM (SLS) Baroda University,B.Tech Mechatronics,26765
637,ISL Engineering College - [ISLEC],BE Computer Science and Engineering,104111
637,ISL Engineering College - [ISLEC],BE Artificial Intelligence and Data Science,130264
637,ISL Engineering College - [ISLEC],BE (Information Technology),141971
637,ISL Engineering College - [ISLEC],BE Mechanical Engineering,153468
637,ISL Engineering College - [ISLEC],BE Electronics & Communication Engineering,164652
637,ISL Engineering College - [ISLEC],MBA Finance,45506
637,ISL Engineering College - [ISLEC],MBA Human Resource Management,45506
637,ISL Engineering College - [ISLEC],MBA Marketing,45506
638,Trident Academy of Technology,"M.Tech Computer Science and Engineering
Compare",629
638,Trident Academy of Technology,"B.Tech Artificial Intelligence and Machine Learning
Compare",1093134
638,Trident Academy of Technology,"B.Tech Mechanical Engineering
Compare",1099112
638,Trident Academy of Technology,"B.Tech Computer Science and Information Technology
Compare",1108246
638,Trident Academy of Technology,"B.Tech Biotechnology
Compare",1204584
638,Trident Academy of Technology,"B.Tech Biotechnology
Compare",651412
638,Trident Academy of Technology,"B.Tech Computer Science Engineering
Compare",800174
638,Trident Academy of Technology,"B.Tech Mechanical Engineering
Compare",868608
638,Trident Academy of Technology,"B.Tech Electrical and Electronics Engineering
Compare",1500735
638,Trident Academy of Technology,"B.Tech Artificial Intelligence and Machine Learning
Compare",1502700
639,Maulana Azad University,No data found,No data found
640,Himalayan University - [HU],No data found,No data found
641,People's University,No data found,No data found
642,Amrita School of Engineering - [ASE],No data found,No data found
643,Ganga Group of Institutions - [GGI],B.Tech Artificial Intelligence and Machine Learning,528835
643,Ganga Group of Institutions - [GGI],B.Tech Computer Science Engineering,1054729
644,RajaRajeswari College of Engineering - [RRCE],BE Computer Science and Engineering,37198
644,RajaRajeswari College of Engineering - [RRCE],BE Artificial Intelligence & Machine Learning,39673
644,RajaRajeswari College of Engineering - [RRCE],BE Information Science & Engineering,44497
644,RajaRajeswari College of Engineering - [RRCE],BE Electronics & Communication Engineering,51238
644,RajaRajeswari College of Engineering - [RRCE],BE IOT & Cyber Security Including Blockchain,55140
644,RajaRajeswari College of Engineering - [RRCE],M.Tech Computer Science and Engineering,3646
644,RajaRajeswari College of Engineering - [RRCE],MCA,5860
644,RajaRajeswari College of Engineering - [RRCE],MBA,12258
644,RajaRajeswari College of Engineering - [RRCE],BE Artificial Intelligence & Machine Learning,48062
644,RajaRajeswari College of Engineering - [RRCE],BE Computer Science and Engineering,51498
644,RajaRajeswari College of Engineering - [RRCE],BE IOT & Cyber Security Including Blockchain,69001
644,RajaRajeswari College of Engineering - [RRCE],BE Information Science & Engineering,70118
644,RajaRajeswari College of Engineering - [RRCE],BE Computer Science and Design,77708
645,Sri Manakula Vinayagar Engineering College - [SVMEC],B.Tech Computer Science Engineering,365
645,Sri Manakula Vinayagar Engineering College - [SVMEC],B.Tech Artificial Intelligence and Data Science,529
645,Sri Manakula Vinayagar Engineering College - [SVMEC],B.Tech Information Technology,756
645,Sri Manakula Vinayagar Engineering College - [SVMEC],B.Tech Electronics & Communication Engineering,973
645,Sri Manakula Vinayagar Engineering College - [SVMEC],B.Tech Computer Science and Business Systems,1026
645,Sri Manakula Vinayagar Engineering College - [SVMEC],B.Tech Biomedical Engineering,1154
645,Sri Manakula Vinayagar Engineering College - [SVMEC],B.Tech Computer and Communication Engineering,1199
645,Sri Manakula Vinayagar Engineering College - [SVMEC],B.Tech Electrical and Electronics Engineering,1480
645,Sri Manakula Vinayagar Engineering College - [SVMEC],B.Tech Mechatronics,1503
645,Sri Manakula Vinayagar Engineering College - [SVMEC],B.Tech Instrumentation & Control Engineering,2080
645,Sri Manakula Vinayagar Engineering College - [SVMEC],B.Tech Fashion Technology,2242
645,Sri Manakula Vinayagar Engineering College - [SVMEC],B.Tech Civil Engineering,2498
645,Sri Manakula Vinayagar Engineering College - [SVMEC],B.Tech Mechanical Engineering,2712
646,International Institute of Technology and Management - [IITM],B.Tech (Lateral) Computer Science & Engineering,631
646,International Institute of Technology and Management - [IITM],B.Tech (Lateral) Electrical Engineering,1258
646,International Institute of Technology and Management - [IITM],B.Tech Computer Science Engineering,754173
646,International Institute of Technology and Management - [IITM],B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),771230
646,International Institute of Technology and Management - [IITM],B.Tech Data Science,53556
646,International Institute of Technology and Management - [IITM],B.Tech Electronics & Communication Engineering,424476
646,International Institute of Technology and Management - [IITM],B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),579081
646,International Institute of Technology and Management - [IITM],B.Tech Computer Science Engineering,798262
646,International Institute of Technology and Management - [IITM],B.Tech Electrical Engineering,-
647,Shobhit University,MBA Financial Management,65
647,Shobhit University,MBA Human Resource Management,65
647,Shobhit University,MBA Marketing,65
647,Shobhit University,MBA Operations Management,65
648,Maharishi University of Information Technology - [MUIT],No data found,No data found
649,Vidya Knowledge Park - [VKP],B.Tech Computer Science Engineering,1111654
650,Jaypee University Anoopshahr,No data found,No data found
651,St.Joseph University,No data found,No data found
652,Rishihood University,No data found,No data found
653,Sarala Birla University - [SBU],No data found,No data found
654,Radha Govind University - [RGU],No data found,No data found
655,Kavikulguru Institute of Technology and Science - [KITS],BE Computer Technology,76.6
655,Kavikulguru Institute of Technology and Science - [KITS],BE (Information Technology),73.58
655,Kavikulguru Institute of Technology and Science - [KITS],BE Electronics & Communication Engineering,60.13
655,Kavikulguru Institute of Technology and Science - [KITS],BE Electrical Engineering,55.88
655,Kavikulguru Institute of Technology and Science - [KITS],BE Civil Engineering,50.04
655,Kavikulguru Institute of Technology and Science - [KITS],BE (Information Technology),34991
655,Kavikulguru Institute of Technology and Science - [KITS],BE Computer Technology,38297
655,Kavikulguru Institute of Technology and Science - [KITS],BE Electronics & Communication Engineering,41516
655,Kavikulguru Institute of Technology and Science - [KITS],BE Civil Engineering,69787
655,Kavikulguru Institute of Technology and Science - [KITS],BE Electrical Engineering,73980
655,Kavikulguru Institute of Technology and Science - [KITS],BE (Information Technology),34991
655,Kavikulguru Institute of Technology and Science - [KITS],BE Computer Technology,38297
655,Kavikulguru Institute of Technology and Science - [KITS],BE Electronics & Communication Engineering,41516
655,Kavikulguru Institute of Technology and Science - [KITS],BE Civil Engineering,69787
655,Kavikulguru Institute of Technology and Science - [KITS],BE Electrical Engineering,73980
656,Stanley College of Engineering and Technology for Women - [SCETW],BE Computer Science and Engineering (Artificial Intelligence and Machine),38604
656,Stanley College of Engineering and Technology for Women - [SCETW],BE Computer Science and Engineering,40066
656,Stanley College of Engineering and Technology for Women - [SCETW],BE Artificial Intelligence and Data Science,44029
656,Stanley College of Engineering and Technology for Women - [SCETW],BE (Information Technology),51095
656,Stanley College of Engineering and Technology for Women - [SCETW],BE Computer Engineering,59322
656,Stanley College of Engineering and Technology for Women - [SCETW],MBA,57594
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,B.Tech Computer Science Engineering,30413
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,B.Tech Artificial Intelligence and Machine Learning,42559
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,B.Tech Data Science,47176
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,B.Tech Electrical and Electronics Engineering,70783
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,B.Tech Information Technology,80266
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,Diploma in Civil Engineering,54996
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,Diploma in Electronics and Communication Engineering,61501
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,Diploma in Electrical & Electronics Engineering,112386
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,MBA,10998
658,Anand Engineering College - [AEC],MBA Finance,15001
658,Anand Engineering College - [AEC],MBA Human Resource Management,15001
658,Anand Engineering College - [AEC],MBA Information Technology,15001
658,Anand Engineering College - [AEC],MBA International Business,15001
658,Anand Engineering College - [AEC],MBA Marketing,15001
658,Anand Engineering College - [AEC],B.Tech Civil Engineering,440282
658,Anand Engineering College - [AEC],B.Tech Computer Science Engineering,457795
658,Anand Engineering College - [AEC],B.Tech Artificial Intelligence and Machine Learning,651747
658,Anand Engineering College - [AEC],B.Tech Electrical and Electronics Engineering,718549
658,Anand Engineering College - [AEC],B.Tech Electronics & Communication Engineering,964056
658,Anand Engineering College - [AEC],B.Tech Computer Science Engineering,154458
658,Anand Engineering College - [AEC],B.Tech Electrical and Electronics Engineering,378724
658,Anand Engineering College - [AEC],B.Tech Electronics & Communication Engineering,420665
658,Anand Engineering College - [AEC],B.Tech Civil Engineering,617980
658,Anand Engineering College - [AEC],B.Tech Mechanical Engineering,788208
659,Andhra Loyola Institute of Engineering - [ALIET],"B.Tech Computer Science Engineering
Compare",82929
659,Andhra Loyola Institute of Engineering - [ALIET],"B.Tech Artificial Intelligence and Machine Learning
Compare",99169
659,Andhra Loyola Institute of Engineering - [ALIET],"B.Tech Electronics & Communication Engineering
Compare",110327
659,Andhra Loyola Institute of Engineering - [ALIET],"B.Tech Data Science
Compare",112473
659,Andhra Loyola Institute of Engineering - [ALIET],"B.Tech Information Technology
Compare",124826
659,Andhra Loyola Institute of Engineering - [ALIET],"MBA
Compare",32820
660,Baba Banda Singh Bahadur Engineering College - [BBSBEC],No data found,No data found
661,Bangalore College of Engineering and Technology-[BCET],BE Computer Science and Engineering,47222
661,Bangalore College of Engineering and Technology-[BCET],BE Information Science & Engineering,57413
661,Bangalore College of Engineering and Technology-[BCET],BE Electronics & Communication Engineering,64077
661,Bangalore College of Engineering and Technology-[BCET],BE Electrical and Electronics Engineering,90907
661,Bangalore College of Engineering and Technology-[BCET],BE Computer Science and Engineering,19684
661,Bangalore College of Engineering and Technology-[BCET],BE Artificial Intelligence & Machine Learning,22221
661,Bangalore College of Engineering and Technology-[BCET],BE Information Science & Engineering,25493
661,Bangalore College of Engineering and Technology-[BCET],BE Electronics & Communication Engineering,26536
661,Bangalore College of Engineering and Technology-[BCET],BE Electrical and Electronics Engineering,31890
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech Computer Science Engineering
Compare",62758
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech Information Technology
Compare",88211
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech Electrical Engineering
Compare",98778
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech Electronics & Communication Engineering
Compare",105786
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech Applied Electronics and Instrumentation
Compare",108793
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech Computer Science Engineering
Compare",62758
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech Information Technology
Compare",88211
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech Electrical Engineering
Compare",98778
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech Electronics & Communication Engineering
Compare",105786
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech Applied Electronics and Instrumentation
Compare",108793
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech (Lateral) Mechanical Engineering
Compare",4003
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech (Lateral) Electrical Engineering
Compare",6445
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech (Lateral) Computer Science & Engineering
Compare",7107
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech (Lateral) Information Technology
Compare",7280
662,Bankura Unnayani Institute of Engineering - [BUIE],"B.Tech (Lateral) Civil Engineering
Compare",7704
663,Chadalawada Ramanamma Engineering College - [CREC],B.Tech Computer Science Engineering,108239
663,Chadalawada Ramanamma Engineering College - [CREC],B.Tech Electronics & Communication Engineering,140108
663,Chadalawada Ramanamma Engineering College - [CREC],B.Tech Electrical and Electronics Engineering,149026
663,Chadalawada Ramanamma Engineering College - [CREC],B.Tech Artificial Intelligence,154491
663,Chadalawada Ramanamma Engineering College - [CREC],B.Tech Artificial Intelligence and Machine Learning,174821
663,Chadalawada Ramanamma Engineering College - [CREC],Diploma in Electronics and Communication Engineering,88590
663,Chadalawada Ramanamma Engineering College - [CREC],MCA,38187
664,Chettinad College of Engineering and Technology - [CCET],BE Electronics & Communication Engineering,26326
664,Chettinad College of Engineering and Technology - [CCET],B.Tech Artificial Intelligence and Data Science,-
664,Chettinad College of Engineering and Technology - [CCET],BE Computer Science and Engineering,-
664,Chettinad College of Engineering and Technology - [CCET],BE Electrical and Electronics Engineering,-
664,Chettinad College of Engineering and Technology - [CCET],BE Mechanical Engineering,-
664,Chettinad College of Engineering and Technology - [CCET],MBA Finance,18
664,Chettinad College of Engineering and Technology - [CCET],MBA Human Resource Management,18
664,Chettinad College of Engineering and Technology - [CCET],MBA Marketing,18
664,Chettinad College of Engineering and Technology - [CCET],MBA Operations Management,18
664,Chettinad College of Engineering and Technology - [CCET],MBA Systems Management,18
665,"College of Engineering And Management, Kolaghat","B.Tech Artificial Intelligence and Machine Learning
Compare",105721
665,"College of Engineering And Management, Kolaghat","B.Tech Mechanical Engineering
Compare",106565
665,"College of Engineering And Management, Kolaghat","B.Tech Electronics & Communication Engineering
Compare",109528
665,"College of Engineering And Management, Kolaghat","B.Tech Electrical Engineering
Compare",110410
665,"College of Engineering And Management, Kolaghat","B.Tech Information Technology
Compare",110621
665,"College of Engineering And Management, Kolaghat","B.Tech Artificial Intelligence and Machine Learning
Compare",105721
665,"College of Engineering And Management, Kolaghat","B.Tech Mechanical Engineering
Compare",106565
665,"College of Engineering And Management, Kolaghat","B.Tech Electronics & Communication Engineering
Compare",109528
665,"College of Engineering And Management, Kolaghat","B.Tech Electrical Engineering
Compare",110410
665,"College of Engineering And Management, Kolaghat","B.Tech Information Technology
Compare",110621
665,"College of Engineering And Management, Kolaghat","B.Tech {Lateral} Artificial Intelligence and Machine Learning
Compare",2291
665,"College of Engineering And Management, Kolaghat","B.Tech (Lateral) Electrical Engineering
Compare",3538
665,"College of Engineering And Management, Kolaghat","B.Tech (Lateral) Mechanical Engineering
Compare",4546
665,"College of Engineering And Management, Kolaghat","B.Tech (Lateral) Computer Science & Engineering
Compare",8068
666,DAV Institute of Engineering and Technology - [DAVIET],"B.Tech Computer Science Engineering
Compare",835077
666,DAV Institute of Engineering and Technology - [DAVIET],"B.Tech Computer Science Engineering
Compare",2772
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],B.Tech Information Technology,16093
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],B.Tech Artificial Intelligence and Data Science,21746
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],BE Biomedical Engineering,25978
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],BE Computer Science and Engineering,26404
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],B.Tech Chemical Engineering,-
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],MCA,30.973
668,Ellenki College of Engineering and Technology - [ECET],B.Tech Computer Science Engineering,83084
668,Ellenki College of Engineering and Technology - [ECET],B.Tech Electronics & Communication Engineering,86854
668,Ellenki College of Engineering and Technology - [ECET],B.Tech Artificial Intelligence and Machine Learning,97122
668,Ellenki College of Engineering and Technology - [ECET],B.Tech Cyber Security,97708
668,Ellenki College of Engineering and Technology - [ECET],B.Tech Data Science,100209
668,Ellenki College of Engineering and Technology - [ECET],Diploma in Electronics and Communication Engineering,42796
668,Ellenki College of Engineering and Technology - [ECET],Diploma in Civil Engineering,63765
668,Ellenki College of Engineering and Technology - [ECET],Diploma in Mechanical Engineering,65128
668,Ellenki College of Engineering and Technology - [ECET],Diploma in Electrical & Electronics Engineering,70370
668,Ellenki College of Engineering and Technology - [ECET],Diploma in Computer Science and Engineering,71460
668,Ellenki College of Engineering and Technology - [ECET],MBA,44389
669,GKM College of Engineering and Technology - [GKMCET],BE Computer Science and Engineering,14616
669,GKM College of Engineering and Technology - [GKMCET],BE Electronics & Communication Engineering,-
669,GKM College of Engineering and Technology - [GKMCET],B.Tech Information Technology,-
669,GKM College of Engineering and Technology - [GKMCET],B.Tech Artificial Intelligence and Data Science,-
669,GKM College of Engineering and Technology - [GKMCET],BE Electrical and Electronics Engineering,-
669,GKM College of Engineering and Technology - [GKMCET],MBA Finance,20
669,GKM College of Engineering and Technology - [GKMCET],MBA Human Resource Management,20
669,GKM College of Engineering and Technology - [GKMCET],MBA Marketing,20
669,GKM College of Engineering and Technology - [GKMCET],MBA Operations Management,20
669,GKM College of Engineering and Technology - [GKMCET],MBA Systems Management,20
670,G L Bajaj Institute of Technology and Management,"B.Tech (Lateral) Computer Science & Engineering
Compare",2859
670,G L Bajaj Institute of Technology and Management,"B.Tech (Lateral) Electronics & Communication Engineering
Compare",4814
670,G L Bajaj Institute of Technology and Management,"B.Tech (Lateral) Information Technology
Compare",8831
670,G L Bajaj Institute of Technology and Management,"B.Tech (Lateral) Mechanical Engineering
Compare",9121
670,G L Bajaj Institute of Technology and Management,"B.Tech {Lateral} Artificial Intelligence and Machine Learning
Compare",10349
670,G L Bajaj Institute of Technology and Management,"B.Tech Computer Science Engineering
Compare",109319
670,G L Bajaj Institute of Technology and Management,"B.Tech Artificial Intelligence and Machine Learning
Compare",137446
670,G L Bajaj Institute of Technology and Management,"B.Tech Artificial Intelligence
Compare",148553
670,G L Bajaj Institute of Technology and Management,"B.Tech Data Science
Compare",163979
670,G L Bajaj Institute of Technology and Management,"B.Tech Information Technology
Compare",166798
670,G L Bajaj Institute of Technology and Management,"B.Tech Computer Science (Hindi)
Compare",215489
670,G L Bajaj Institute of Technology and Management,"B.Tech Mechanical Engineering
Compare",513272
670,G L Bajaj Institute of Technology and Management,"MBA
Compare",25
671,Karpagam Institute of Technology,"B.Tech Artificial Intelligence and Data Science
Compare",17333
671,Karpagam Institute of Technology,"BE Computer Science and Engineering
Compare",21023
671,Karpagam Institute of Technology,"B.Tech Information Technology
Compare",23378
671,Karpagam Institute of Technology,"BE Electronics & Communication Engineering
Compare",26285
671,Karpagam Institute of Technology,"BE Electrical and Electronics Engineering
Compare",-
671,Karpagam Institute of Technology,"BE Mechanical Engineering
Compare",-
672,Kongunadu College of Engineering and Technology - [KNCET],BE Electrical and Electronics Engineering,21051
672,Kongunadu College of Engineering and Technology - [KNCET],BE Biomedical Engineering,21754
672,Kongunadu College of Engineering and Technology - [KNCET],B.Tech Artificial Intelligence and Data Science,23747
672,Kongunadu College of Engineering and Technology - [KNCET],B.Tech Information Technology,25312
672,Kongunadu College of Engineering and Technology - [KNCET],BE Computer Science and Engineering,25827
672,Kongunadu College of Engineering and Technology - [KNCET],BE Electronics & Communication Engineering,26118
672,Kongunadu College of Engineering and Technology - [KNCET],BE Civil Engineering,-
672,Kongunadu College of Engineering and Technology - [KNCET],BE Agricultural Engineering,-
672,Kongunadu College of Engineering and Technology - [KNCET],BE Mechanical Engineering,-
673,MBM Engineering College - [MBM],No data found,No data found
674,Mookambigai College of Engineering,BE Electronics & Communication Engineering,36323
674,Mookambigai College of Engineering,B.Tech Information Technology,64292
674,Mookambigai College of Engineering,BE Computer Science and Engineering,103694
674,Mookambigai College of Engineering,BE Electrical and Electronics Engineering,-
674,Mookambigai College of Engineering,B.Tech Artificial Intelligence and Data Science,-
674,Mookambigai College of Engineering,BE Mechanical Engineering,-
674,Mookambigai College of Engineering,BE Electronics and Instrumentation Engineering,-
674,Mookambigai College of Engineering,BE Civil Engineering,-
675,Ponjesly College of Engineering - [PCE],BE Electrical and Electronics Engineering,7157
675,Ponjesly College of Engineering - [PCE],BE Electronics & Communication Engineering,10500
675,Ponjesly College of Engineering - [PCE],BE (Information Technology),18042
675,Ponjesly College of Engineering - [PCE],BE Computer Science and Engineering,26444
675,Ponjesly College of Engineering - [PCE],B.Tech Artificial Intelligence and Data Science,-
675,Ponjesly College of Engineering - [PCE],MBA,51
676,Rajadhani Institute of Engineering and Technology - [RIET] Attinga,B.Tech Computer Science Engineering,38711
676,Rajadhani Institute of Engineering and Technology - [RIET] Attinga,B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),43424
676,Rajadhani Institute of Engineering and Technology - [RIET] Attinga,B.Tech Aeronautical Engineering,45951
676,Rajadhani Institute of Engineering and Technology - [RIET] Attinga,B.Tech Cyber Security,47875
676,Rajadhani Institute of Engineering and Technology - [RIET] Attinga,B.Tech Electronics & Communication Engineering,51321
677,Ramachandra College of Engineering - [RCE],B.Tech Computer Science Engineering,68731
677,Ramachandra College of Engineering - [RCE],B.Tech Data Science and Artificial Intelligence,79063
677,Ramachandra College of Engineering - [RCE],B.Tech Artificial Intelligence and Machine Learning,82258
677,Ramachandra College of Engineering - [RCE],B.Tech Cyber Security,86411
677,Ramachandra College of Engineering - [RCE],B.Tech Internet of Things,97955
677,Ramachandra College of Engineering - [RCE],MBA,35617
677,Ramachandra College of Engineering - [RCE],M.Tech Power Electronics,9254
677,Ramachandra College of Engineering - [RCE],M.Tech VLSI Design,20442
678,Roorkee Institute of Technology - [RIT],No data found,No data found
679,SCMS School of Engineering and Technology [SSET],"B.Tech Computer Science Engineering
Compare",17420
679,SCMS School of Engineering and Technology [SSET],"B.Tech Artificial Intelligence
Compare",18509
679,SCMS School of Engineering and Technology [SSET],"B.Tech Electronics & Communication Engineering
Compare",20477
679,SCMS School of Engineering and Technology [SSET],"B.Tech Data Science
Compare",21041
679,SCMS School of Engineering and Technology [SSET],"B.Tech Electrical and Electronics Engineering
Compare",26478
679,SCMS School of Engineering and Technology [SSET],"B.Tech Mechanical Engineering
Compare",43660
679,SCMS School of Engineering and Technology [SSET],"B.Tech Civil Engineering
Compare",46472
680,SIES Graduate School of Technology - [SIES-GST],"BE Computer Science & Electronic Engineering
Compare",89.04
680,SIES Graduate School of Technology - [SIES-GST],"BE Computer Engineering
Compare",74.28
680,SIES Graduate School of Technology - [SIES-GST],"BE Electronics & Telecom Engineering
Compare",71.35
680,SIES Graduate School of Technology - [SIES-GST],"BE IOT & Cyber Security Including Blockchain
Compare",36.93
680,SIES Graduate School of Technology - [SIES-GST],"BE (Information Technology)
Compare",24.42
680,SIES Graduate School of Technology - [SIES-GST],"BE Computer Engineering
Compare",4043
680,SIES Graduate School of Technology - [SIES-GST],"BE (Information Technology)
Compare",6193
680,SIES Graduate School of Technology - [SIES-GST],"B.Tech Internet of Things
Compare",8476
680,SIES Graduate School of Technology - [SIES-GST],"BE Artificial Intelligence and Data Science
Compare",8680
680,SIES Graduate School of Technology - [SIES-GST],"BE Artificial Intelligence & Machine Learning
Compare",9474
680,SIES Graduate School of Technology - [SIES-GST],"BE Computer Engineering
Compare",4043
680,SIES Graduate School of Technology - [SIES-GST],"BE (Information Technology)
Compare",6193
680,SIES Graduate School of Technology - [SIES-GST],"B.Tech Internet of Things
Compare",8476
680,SIES Graduate School of Technology - [SIES-GST],"BE Artificial Intelligence and Data Science
Compare",8680
680,SIES Graduate School of Technology - [SIES-GST],"BE Artificial Intelligence & Machine Learning
Compare",9474
681,SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala,BE Computer Engineering,67.59
681,SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala,BE (Information Technology),66.48
681,SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala,BE Computer Engineering,21333
681,SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala,BE (Information Technology),22458
681,SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala,BE Mechanical Engineering,-
681,SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala,BE Computer Engineering,21333
681,SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala,BE (Information Technology),22458
682,Sapthagiri NPS University,"BE Electronics & Communication Engineering
Compare",42595
682,Sapthagiri NPS University,"BE Data Science
Compare",49473
682,Sapthagiri NPS University,"BE Computer Science and Engineering
Compare",59219
682,Sapthagiri NPS University,"BE Electrical and Electronics Engineering
Compare",63247
682,Sapthagiri NPS University,"BE Computer Science and Engineering
Compare",27437
682,Sapthagiri NPS University,"BE Data Science
Compare",28113
682,Sapthagiri NPS University,"BE Electronics & Communication Engineering
Compare",32490
683,Saroj Institute of Technology and Management - [SITM],B.Tech Cyber Security,524498
683,Saroj Institute of Technology and Management - [SITM],B.Tech Biomedical Engineering,622239
683,Saroj Institute of Technology and Management - [SITM],B.Tech Civil Engineering,656484
683,Saroj Institute of Technology and Management - [SITM],B.Tech Data Science,690625
683,Saroj Institute of Technology and Management - [SITM],B.Tech Artificial Intelligence and Machine Learning,718166
683,Saroj Institute of Technology and Management - [SITM],B.Tech Mechanical Engineering,511915
683,Saroj Institute of Technology and Management - [SITM],B.Tech Information Technology,551450
683,Saroj Institute of Technology and Management - [SITM],B.Tech Civil Engineering,587554
683,Saroj Institute of Technology and Management - [SITM],B.Tech Biomedical Engineering,734602
683,Saroj Institute of Technology and Management - [SITM],B.Tech Computer Science Engineering,801486
683,Saroj Institute of Technology and Management - [SITM],B.Tech Cyber Security,524498
683,Saroj Institute of Technology and Management - [SITM],B.Tech Biomedical Engineering,622239
683,Saroj Institute of Technology and Management - [SITM],B.Tech Civil Engineering,656484
683,Saroj Institute of Technology and Management - [SITM],B.Tech Data Science,690625
683,Saroj Institute of Technology and Management - [SITM],B.Tech Artificial Intelligence and Machine Learning,718166
684,Sasurie College of Engineering - [SCE],BE Computer Science and Engineering,85463
684,Sasurie College of Engineering - [SCE],BE Cyber Security,87508
684,Sasurie College of Engineering - [SCE],BE (Information Technology),89058
684,Sasurie College of Engineering - [SCE],B.Tech Artificial Intelligence and Data Science,102182
684,Sasurie College of Engineering - [SCE],BE Civil Engineering,-
684,Sasurie College of Engineering - [SCE],MBA Finance,69
