Serial No.,College Name,Course Name,Cutoff Mark
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],"B.Tech Electronics & Computer Science
Compare",65.29
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],"B.Tech Computer Engineering
Compare",8848
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],"B.Tech Artificial Intelligence and Data Science
Compare",10000
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],"B.Tech Information Technology
Compare",11923
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],"B.Tech Cyber Security
Compare",15243
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],"B.Tech Electronics & Computer Science
Compare",18305
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],"BE VLSI Design & Technology
Compare",34525
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],"BE Advanced Communication Technology
Compare",36774
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,B.Tech Artificial Intelligence and Machine Learning,46020
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,B.Tech Computer Science Engineering,46087
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,B.Tech Artificial Intelligence and Data Science,46561
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,B.Tech Computer Science and Information Technology,49916
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,B.Tech Data Science,50431
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,B.Tech Cyber Security,51328
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,B.Tech Information Technology,55189
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,B.Tech Electrical and Electronics Engineering,55203
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,B.Tech Electronics & Communication Engineering,63870
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,B.Tech Mechanical Engineering,136249
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,B.Tech Civil Engineering,148531
550,Sri Krishna Institute of Technology - [SKIT],BE Computer Science and Engineering,60418
550,Sri Krishna Institute of Technology - [SKIT],BE Artificial Intelligence & Machine Learning,65342
550,Sri Krishna Institute of Technology - [SKIT],BE Information Science & Engineering,72173
550,Sri Krishna Institute of Technology - [SKIT],BE Electronics & Communication Engineering,76972
550,Sri Krishna Institute of Technology - [SKIT],BE VLSI Design & Technology,107010
550,Sri Krishna Institute of Technology - [SKIT],BE Information Science & Engineering,31497
550,Sri Krishna Institute of Technology - [SKIT],BE VLSI Design & Technology,76099
550,Sri Krishna Institute of Technology - [SKIT],BE Electronics & Communication Engineering,77176
550,Sri Krishna Institute of Technology - [SKIT],BE Computer Science and Engineering,85788
550,Sri Krishna Institute of Technology - [SKIT],BE Artificial Intelligence & Machine Learning,100258
551,Sriram Engineering College - [SEC],B.Tech Artificial Intelligence and Data Science,99736
551,Sriram Engineering College - [SEC],BE Electronics & Communication Engineering,102651
551,Sriram Engineering College - [SEC],BE Computer Science and Engineering,103280
551,Sriram Engineering College - [SEC],BE Computer Science and Engineering (Artificial Intelligence and Machine),103945
551,Sriram Engineering College - [SEC],BE Electrical and Electronics Engineering,-
551,Sriram Engineering College - [SEC],BE Cyber Security,-
552,St. Thomas College of Engineering and Technology- [STC],B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),46868
552,St. Thomas College of Engineering and Technology- [STC],B.Tech Computer Science Engineering,51796
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech Electrical and Electronics Engineering,74700
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech Computer Science Engineering,95891
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech Artificial Intelligence and Data Science,105860
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech Electronics & Communication Engineering,108946
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech Mechanical Engineering,110405
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech Electrical and Electronics Engineering,74700
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech Computer Science Engineering,95891
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech Artificial Intelligence and Data Science,105860
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech Electronics & Communication Engineering,108946
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech Mechanical Engineering,110405
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech (Lateral) Electronics & Communication Engineering,2351
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech (Lateral) Civil Engineering,2848
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech (Lateral) Electrical and Electronics Engineering,3093
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech (Lateral) Mechanical Engineering,7136
553,Swami Vivekananda Institute of Science and Technology - [SVIST],B.Tech (Lateral) Computer Science & Engineering,7169
554,Techno International New Town - [TINT],B.Tech Computer Science Engineering,43540
554,Techno International New Town - [TINT],B.Tech Artificial Intelligence and Machine Learning,53859
554,Techno International New Town - [TINT],B.Tech Applied Electronics and Instrumentation,80395
554,Techno International New Town - [TINT],B.Tech Information Technology,83431
554,Techno International New Town - [TINT],B.Tech Data Science,86127
554,Techno International New Town - [TINT],B.Tech Computer Science Engineering,43540
554,Techno International New Town - [TINT],B.Tech Artificial Intelligence and Machine Learning,53859
554,Techno International New Town - [TINT],B.Tech Applied Electronics and Instrumentation,80395
554,Techno International New Town - [TINT],B.Tech Information Technology,83431
554,Techno International New Town - [TINT],B.Tech Data Science,86127
554,Techno International New Town - [TINT],B.Tech (Lateral) Civil Engineering,2372
554,Techno International New Town - [TINT],B.Tech (Lateral) Mechanical Engineering,4130
554,Techno International New Town - [TINT],B.Tech (Lateral) Electrical Engineering,5436
554,Techno International New Town - [TINT],B.Tech (Lateral) Electronics & Communication Engineering,7866
554,Techno International New Town - [TINT],B.Tech (Lateral) Computer Science & Engineering,7931
554,Techno International New Town - [TINT],MCA,3999
555,Theem College of Engineering - [TCOE],BE Computer Engineering,76.36
555,Theem College of Engineering - [TCOE],BE (Information Technology),71.6
555,Theem College of Engineering - [TCOE],BE Artificial Intelligence & Machine Learning,61.33
555,Theem College of Engineering - [TCOE],BE Electrical Engineering,36.21
555,Theem College of Engineering - [TCOE],BE Mechanical Engineering,9.85
555,Theem College of Engineering - [TCOE],BE Computer Engineering,24615
555,Theem College of Engineering - [TCOE],BE (Information Technology),31483
555,Theem College of Engineering - [TCOE],BE Artificial Intelligence & Machine Learning,36062
555,Theem College of Engineering - [TCOE],BE Automobile Engineering,37600
555,Theem College of Engineering - [TCOE],BE Electrical Engineering,71571
555,Theem College of Engineering - [TCOE],BE Computer Engineering,24615
555,Theem College of Engineering - [TCOE],BE (Information Technology),31483
555,Theem College of Engineering - [TCOE],BE Artificial Intelligence & Machine Learning,36062
555,Theem College of Engineering - [TCOE],BE Automobile Engineering,37600
555,Theem College of Engineering - [TCOE],BE Electrical Engineering,71571
556,Xavier Institute of Engineering - [XIE],"BE Computer Engineering
Compare",95.66
556,Xavier Institute of Engineering - [XIE],"BE (Information Technology)
Compare",95.39
556,Xavier Institute of Engineering - [XIE],"BE IOT & Cyber Security Including Blockchain
Compare",94.6
556,Xavier Institute of Engineering - [XIE],"BE Electronics & Telecom Engineering
Compare",92.54
556,Xavier Institute of Engineering - [XIE],"BE Computer Engineering
Compare",4651
556,Xavier Institute of Engineering - [XIE],"BE (Information Technology)
Compare",7294
556,Xavier Institute of Engineering - [XIE],"BE Internet of Things
Compare",7784
556,Xavier Institute of Engineering - [XIE],"BE Electronics & Telecom Engineering
Compare",11910
556,Xavier Institute of Engineering - [XIE],"BE IOT & Cyber Security Including Blockchain
Compare",-
556,Xavier Institute of Engineering - [XIE],"BE Computer Engineering
Compare",4651
556,Xavier Institute of Engineering - [XIE],"BE (Information Technology)
Compare",7294
556,Xavier Institute of Engineering - [XIE],"BE Internet of Things
Compare",7784
556,Xavier Institute of Engineering - [XIE],"BE Electronics & Telecom Engineering
Compare",11910
557,Velammal Institute of Technology - [VI-Tech],"B.Tech Artificial Intelligence and Data Science
Compare",10584
557,Velammal Institute of Technology - [VI-Tech],"B.Tech Information Technology
Compare",11150
557,Velammal Institute of Technology - [VI-Tech],"BE Computer Science and Engineering
Compare",17807
557,Velammal Institute of Technology - [VI-Tech],"BE Electronics & Communication Engineering
Compare",19866
557,Velammal Institute of Technology - [VI-Tech],"BE Mechanical Engineering
Compare",-
557,Velammal Institute of Technology - [VI-Tech],"BE Electrical and Electronics Engineering
Compare",-
557,Velammal Institute of Technology - [VI-Tech],"BE Mechatronics Engineering
Compare",-
558,Vignan's Institute of Information Technology - [VIIT],"B.Tech Computer Science Engineering
Compare",11610
558,Vignan's Institute of Information Technology - [VIIT],"B.Tech Data Science
Compare",16570
558,Vignan's Institute of Information Technology - [VIIT],"B.Tech Artificial Intelligence and Data Science
Compare",29228
558,Vignan's Institute of Information Technology - [VIIT],"B.Tech Cyber Security
Compare",30645
558,Vignan's Institute of Information Technology - [VIIT],"B.Tech Electronics & Computer Engineering
Compare",33739
558,Vignan's Institute of Information Technology - [VIIT],"MCA
Compare",5009
558,Vignan's Institute of Information Technology - [VIIT],"MBA
Compare",15031
559,Knowledge Institute of Technology - [KIOT],B.Tech Artificial Intelligence and Data Science,20053
559,Knowledge Institute of Technology - [KIOT],B.Tech Computer Science and Business Systems,21568
559,Knowledge Institute of Technology - [KIOT],B.Tech Information Technology,23153
559,Knowledge Institute of Technology - [KIOT],BE Computer Science and Engineering,26451
559,Knowledge Institute of Technology - [KIOT],BE Electronics & Communication Engineering,26469
559,Knowledge Institute of Technology - [KIOT],MBA,64
560,Vasireddy Venkatadri Institute of Technology - [VVIT],B.Tech Computer Science Engineering,14033
560,Vasireddy Venkatadri Institute of Technology - [VVIT],B.Tech Data Science and Artificial Intelligence,18106
560,Vasireddy Venkatadri Institute of Technology - [VVIT],B.Tech Artificial Intelligence,20302
560,Vasireddy Venkatadri Institute of Technology - [VVIT],B.Tech Information Technology,22495
560,Vasireddy Venkatadri Institute of Technology - [VVIT],B.Tech Internet of Things & Cyber Security Including Blockchain Technology,24159
560,Vasireddy Venkatadri Institute of Technology - [VVIT],M.Tech Computer Science and Engineering,16553
561,Sushant University,B.Pharm,2410
561,Sushant University,B.Pharma (Lateral),-
561,Sushant University,MBA,50
561,Sushant University,MBA Global Finance,50
561,Sushant University,MBA Hospitality,50
561,Sushant University,MBA,50
561,Sushant University,MBA Global Finance,50
561,Sushant University,MBA Hospitality,50
561,Sushant University,MBA,65
561,Sushant University,MBA Hospitality,65
561,Sushant University,MBA Global Finance,65
562,William Carey University - [WCU],No data found,No data found
563,Career Point University - [CPU],MBA Agribusiness,70
563,Career Point University - [CPU],MBA Banking,70
563,Career Point University - [CPU],MBA Finance,70
563,Career Point University - [CPU],MBA Hospital Management,70
563,Career Point University - [CPU],MBA Human Resource Management,70
563,Career Point University - [CPU],B.Sc Agriculture,42.128
564,SRMIST Delhi NCR Campus,"MBA Finance
Compare",50
564,SRMIST Delhi NCR Campus,"MBA Human Resource Management
Compare",50
564,SRMIST Delhi NCR Campus,"MBA Information Technology
Compare",50
564,SRMIST Delhi NCR Campus,"MBA Marketing
Compare",50
564,SRMIST Delhi NCR Campus,"MBA Operations Management
Compare",50
564,SRMIST Delhi NCR Campus,"B.Sc Hotel and Catering Management
Compare",6240
