Serial No.,College Name,Location,URL
927,Holy Mary Institute of Technology and Science -[HITS],Hyderabad,https://collegedunia.com/college/13734-holy-mary-institute-of-technology-and-science-hits-hyderabad
928,ITS Engineering College,Greater Noida,https://collegedunia.com/college/13761-its-engineering-college-greater-noida
929,ILM College of Engineering and Technology - [ILMCET],Ernakulam,https://collegedunia.com/college/13774-ilm-college-of-engineering-and-technology-ilmcet-ernakulam
930,Indira College of Engineering & Management - [ICEM],Pune,https://collegedunia.com/college/13797-indira-college-of-engineering-and-management-icem-pune
931,Indra Ganesan College of Engineering - [IGCENG],Tiruchirappalli,https://collegedunia.com/college/13808-indra-ganesan-college-of-engineering-igceng-tiruchirappalli
932,K Ramakrishnan College of Technology - [KRCT],Tiruchirappalli,https://collegedunia.com/college/13896-k-ramakrishnan-college-of-technology-krct-tiruchirappalli
933,Kalam Institute of Technology - [KIT],Ganjam,https://collegedunia.com/college/13959-kalam-institute-of-technology-kit-ganjam
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],Kadapa,https://collegedunia.com/college/13976-kandula-sreenivasa-reddy-memorial-college-of-engineering-ksrmce-kadapa
935,Karavali Institute of Technology - [KIT],Mangalore,https://collegedunia.com/college/13980-karavali-institute-of-technology-kit-mangalore
936,L.B.S. College of Engineering - [LBSCEK],Kasaragod,https://collegedunia.com/college/14060-lbs-college-of-engineering-lbscek-kasaragod
937,Latha Mathavan Engineering College - [LMEC],Madurai,https://collegedunia.com/college/14088-latha-mathavan-engineering-college-lmec-madurai
938,Manipur Institute of Technology - [MIT],Imphal,https://collegedunia.com/college/14266-manipur-institute-of-technology-mit-imphal
939,Modern Institute of Technology and Research Centre -[MITRC],Alwar,https://collegedunia.com/college/14351-modern-institute-of-technology-and-research-centre-mitrc-alwar
940,Mohandas College of Engineering and Technology - [MCET],Thiruvananthapuram,https://collegedunia.com/college/14358-mohandas-college-of-engineering-and-technology-mcet-thiruvananthapuram
941,Narayana Engineering College - [NEC],Nellore,https://collegedunia.com/college/14431-narayana-engineering-college-nec-nellore
942,Netaji Subhash Engineering College - [NSEC],Kolkata,https://collegedunia.com/college/14481-netaji-subhash-engineering-college-nsec-kolkata
943,R.M.K. College of Engineering and Technology - [RMKCET],Thiruvallur,https://collegedunia.com/college/14659-rmk-college-of-engineering-and-technology-rmkcet-thiruvallur
944,RITEE Group of Institutions,Raipur,https://collegedunia.com/college/14695-ritee-group-of-institutions-raipur
945,Rustamji Institute of Technology - [RJIT],Gwalior,https://collegedunia.com/college/14804-rustamji-institute-of-technology-rjit-gwalior
946,SRK Institute of Technology,Vijayawada,https://collegedunia.com/college/14850-srk-institute-of-technology-vijayawada
947,SS College of Engineering,Udaipur,https://collegedunia.com/college/14856-ss-college-of-engineering-udaipur
948,Shaheed Udham Singh Engineering College - [SUSEC],Mohali,https://collegedunia.com/college/14872-shaheed-udham-singh-engineering-college-susec-mohali
949,Santhiram Engineering College Nandyal - [SREC],Kurnool,https://collegedunia.com/college/14929-santhiram-engineering-college-nandyal-srec-kurnool
950,Shambhunath Institute of Engineering and Technology - [SIET],Allahabad,https://collegedunia.com/college/15011-shambhunath-institute-of-engineering-and-technology-siet-allahabad
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],Raipur,https://collegedunia.com/college/15108-shri-shankaracharya-institute-of-professional-management-and-technology-ssipmt-raipur
952,Siddhant College of Engineering - [SCOE] Sudumbare,Pune,https://collegedunia.com/college/15127-siddhant-college-of-engineering-scoe-sudumbare-pune
953,Sipna's College of Engineering and Technology,Amravati,https://collegedunia.com/college/15147-sipnas-college-of-engineering-and-technology-amravati
954,Skyline Institute of Engineering and Technology - [SIET],Greater Noida,https://collegedunia.com/college/15161-skyline-institute-of-engineering-and-technology-siet-greater-noida
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,Pune,https://collegedunia.com/college/15162-smt-kashibai-navale-college-of-engineering-skncoe-vadgaon-pune
956,Smt. Indira Gandhi College of Engineering - [SIGCE],Navi Mumbai,https://collegedunia.com/college/15165-smt-indira-gandhi-college-of-engineering-sigce-navi-mumbai
957,SR University - [SRU],Warangal,https://collegedunia.com/university/15181-sr-university-sru-warangal
958,Sree Chaitanya College of Engineering - [SCCE],Karimnagar,https://collegedunia.com/college/15185-sree-chaitanya-college-of-engineering-scce-karimnagar
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],Chickballapur,https://collegedunia.com/college/15218-sri-jagadguru-chandrashekaranatha-swamiji-institute-of-technology-sjcit-chickballapur
960,Sri Muthukumaran Institute of Technology - [SMIT],Chennai,https://collegedunia.com/college/15234-sri-muthukumaran-institute-of-technology-smit-chennai
961,Srinivasa Ramanujan Institute of Technology - [SRIT],Anantapur,https://collegedunia.com/college/15302-srinivasa-ramanujan-institute-of-technology-srit-anantapur
962,St. Joseph's College of Engineering and Technology - [SJCET] Palai,Kottayam,https://collegedunia.com/college/15314-st-josephs-college-of-engineering-and-technology-sjcet-palai-kottayam
963,T.J.S. Engineering College,Thiruvallur,https://collegedunia.com/college/15417-tjs-engineering-college-thiruvallur
964,SRM TRP Engineering College,Tiruchirappalli,https://collegedunia.com/college/15424-srm-trp-engineering-college-tiruchirappalli
965,Global Institute of Technology and Management - [GITM],Gurgaon,https://collegedunia.com/college/17693-global-institute-of-technology-and-management-gitm-gurgaon
966,United Institute of Technology - [UIT],Allahabad,https://collegedunia.com/college/19058-united-institute-of-technology-uit-allahabad
967,Chhatrapati Shivaji Institute of Technology - [CSIT],Durg,https://collegedunia.com/college/23926-chhatrapati-shivaji-institute-of-technology-csit-durg
968,Panipat Institute of Engineering & Technology - [PIET],Panipat,https://collegedunia.com/college/24341-panipat-institute-of-engineering-and-technology-piet-panipat
969,Sanskar Educational Group - [SEG],Ghaziabad,https://collegedunia.com/college/24483-sanskar-educational-group-seg-ghaziabad
970,Usha Rama College of Engineering and Technology - [URCE],Krishna,https://collegedunia.com/college/24559-usha-rama-college-of-engineering-and-technology-urce-krishna
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],Mysore,https://collegedunia.com/college/24594-vidya-vikas-institute-of-engineering-and-technology-vviet-mysore
972,Indus International University - [IIU],Una,https://collegedunia.com/university/25560-indus-international-university-iiu-una
973,Yamuna Group Of Institutions - [YGI],Yamuna Nagar,https://collegedunia.com/college/28112-yamuna-group-of-institutions-ygi-yamuna-nagar
974,Amiraj College of Engineering and Technology- [ACET],Ahmedabad,https://collegedunia.com/college/28380-amiraj-college-of-engineering-and-technology-acet-ahmedabad
975,Annamacharya Institute of Technology and Sciences - [AITS],Tirupati,https://collegedunia.com/college/28390-annamacharya-institute-of-technology-and-sciences-aits-tirupati
976,Jai Narain College of Technology & Science - [JNCTS],Bhopal,https://collegedunia.com/college/28441-jai-narain-college-of-technology-and-science-jncts-bhopal
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],Hyderabad,https://collegedunia.com/college/28481-bvrit-hyderabad-college-of-engineering-for-women-bvrith-hyderabad
978,Jhulelal Institute of Technology - [JIT],Nagpur,https://collegedunia.com/college/28496-jhulelal-institute-of-technology-jit-nagpur
979,MIC College of Technology,Krishna,https://collegedunia.com/college/28576-mic-college-of-technology-krishna
980,Guru Nanak Institute of Technology - [GNIT],Kolkata,https://collegedunia.com/college/45144-guru-nanak-institute-of-technology-gnit-kolkata
981,KJ Institute of Engineering and Technology - [KJIT],Vadodara,https://collegedunia.com/college/45714-kj-institute-of-engineering-and-technology-kjit-vadodara
982,"Solamalai College of Engineering, Veerapanjan",Madurai,https://collegedunia.com/college/55643-solamalai-college-of-engineering-veerapanjan-madurai
983,V V College of Engineering,Tirunelveli,https://collegedunia.com/college/55688-v-v-college-of-engineering-tirunelveli
984,SRM University Vadapalani Campus,Chennai,https://collegedunia.com/university/56177-srm-university-vadapalani-campus-chennai
985,CMR Group of Institutions,Hyderabad,https://collegedunia.com/college/56924-cmr-group-of-institutions-hyderabad
986,Aryans Group of Colleges,Chandigarh,https://collegedunia.com/college/56965-aryans-group-of-colleges-chandigarh
987,Graphic Era Hill University Bhimtal Campus - [GEHU],Bhimtal,https://collegedunia.com/university/57212-graphic-era-hill-university-bhimtal-campus-gehu-bhimtal
988,Phonics Group of Institutions - [PGI],Roorkee,https://collegedunia.com/college/57435-phonics-group-of-institutions-pgi-roorkee
989,Vindhya Institute of Technology and Science - [VITS],Satna,https://collegedunia.com/college/57460-vindhya-institute-of-technology-and-science-vits-satna
990,K.K. Wagh Institute of Engineering Education & Research - [KKWIEER],Nashik,https://collegedunia.com/college/57504-kk-wagh-institute-of-engineering-education-and-research-kkwieer-nashik
991,Supreme Knowledge Foundation Group of Institutions - [SKFGI],Hooghly,https://collegedunia.com/college/58030-supreme-knowledge-foundation-group-of-institutions-skfgi-hooghly
992,Elitte College of Engineering - [ECE],Kolkata,https://collegedunia.com/college/58113-elitte-college-of-engineering-ece-kolkata
993,Siddhartha Institute of Technology and Sciences - [SITS],Hyderabad,https://collegedunia.com/college/58209-siddhartha-institute-of-technology-and-sciences-sits-hyderabad
994,Institute of Technology & Management - [ITM],Lucknow,https://collegedunia.com/college/58561-institute-of-technology-and-management-itm-lucknow
995,Mahendra Institute of Technology - [MIT],Namakkal,https://collegedunia.com/college/59515-mahendra-institute-of-technology-mit-namakkal
996,Shri Rawatpura Sarkar University - [SRU],Raipur,https://collegedunia.com/university/59905-shri-rawatpura-sarkar-university-sru-raipur
997,Jorhat Institute of Science and Technology - [JIST],Jorhat,https://collegedunia.com/college/13889-jorhat-institute-of-science-and-technology-jist-jorhat
998,Sri Shanmugha College of Engineering and Technology - [SSCET],Salem,https://collegedunia.com/college/15266-sri-shanmugha-college-of-engineering-and-technology-sscet-salem
999,KIIT College of Engineering,Gurgaon,https://collegedunia.com/college/13913-kiit-college-of-engineering-gurgaon
1000,Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management,Nashik,https://collegedunia.com/college/60343-pune-vidyarthi-grihas-college-of-engineering-and-ss-dhamankar-institute-of-management-nashik
